timestamp,x,y,z,utc,dbm,buffer_voltage_mv,resistance,pwr_nw
1718719360.5758655,1.0,2.0,3.0,16:02:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,748,1000000,558
1718719361.099307,1.0,2.0,3.0,16:02:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,748,1000000,558
1718719361.5858057,1.0,2.0,3.0,16:02:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,756,1000000,564
1718719362.0996199,1.0,2.0,3.0,16:02:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,760,1000000,577
1718719362.5998507,1.0,2.0,3.0,16:02:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,760,1000000,577
1718719363.1225111,1.0,2.0,3.0,16:02:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,760,1000000,577
1718719363.611178,1.0,2.0,3.0,16:02:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,764,1000000,585
1718719364.1245148,1.0,2.0,3.0,16:02:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,764,1000000,585
1718719364.6231365,1.0,2.0,3.0,16:02:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,764,1000000,585
1718719365.1217198,1.0,2.0,3.0,16:02:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,754,1000000,574
1718719365.6328208,1.0,2.0,3.0,16:02:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,754,1000000,574
1718719366.142283,1.0,2.0,3.0,16:02:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,754,1000000,574
1718719366.6766,1.0,2.0,3.0,16:02:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,431,1000000,190
1718719367.1563296,1.0,2.0,3.0,16:02:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,431,1000000,190
1718719367.6698182,1.0,2.0,3.0,16:02:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,431,1000000,186
1718719368.1832757,1.0,2.0,3.0,16:02:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,426,1000000,179
1718719368.6956806,1.0,2.0,3.0,16:02:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,426,1000000,179
1718719369.1985013,1.0,2.0,3.0,16:02:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,428,1000000,182
1718719369.71133,1.0,2.0,3.0,16:02:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,430,1000000,182
1718719370.224188,1.0,2.0,3.0,16:02:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,430,1000000,182
1718719370.7213154,1.0,2.0,3.0,16:02:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,432,1000000,186
1718719371.2330043,1.0,2.0,3.0,16:02:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,430,1000000,184
1718719371.746206,1.0,2.0,3.0,16:02:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,430,1000000,184
1718719372.2548769,1.0,2.0,3.0,16:02:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,423,1000000,181
1718719372.7683733,1.0,2.0,3.0,16:02:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,425,1000000,184
1718719373.2556088,1.0,2.0,3.0,16:02:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,425,1000000,184
1718719373.7529163,1.0,2.0,3.0,16:02:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,423,1000000,177
1718719374.263877,1.0,2.0,3.0,16:02:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,423,1000000,177
1718719374.7621489,1.0,2.0,3.0,16:02:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,423,1000000,177
1718719375.2729626,1.0,2.0,3.0,16:02:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,427,1000000,178
1718719375.7764125,1.0,2.0,3.0,16:02:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,426,1000000,179
1718719376.2693775,1.0,2.0,3.0,16:02:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,426,1000000,179
1718719376.7804844,1.0,2.0,3.0,16:02:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,207,1000000,43
1718719377.2845566,1.0,2.0,3.0,16:02:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,210,1000000,44
1718719377.7995915,1.0,2.0,3.0,16:02:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,210,1000000,44
1718719378.3086958,1.0,2.0,3.0,16:02:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,210,1000000,44
1718719378.840079,1.0,2.0,3.0,16:02:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,210,1000000,44
1718719379.3561463,1.0,2.0,3.0,16:02:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,210,1000000,44
1718719379.8625193,1.0,2.0,3.0,16:02:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,210,1000000,43
1718719380.3678927,1.0,2.0,3.0,16:02:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,206,1000000,43
1718719380.8864934,1.0,2.0,3.0,16:03:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,206,1000000,43
1718719381.3819666,1.0,2.0,3.0,16:03:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,207,1000000,42
1718719381.900323,1.0,2.0,3.0,16:03:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,207,1000000,42
1718719382.4165397,1.0,2.0,3.0,16:03:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,207,1000000,42
1718719382.9236124,1.0,2.0,3.0,16:03:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,213,1000000,44
1718719383.4411283,1.0,2.0,3.0,16:03:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,213,1000000,44
1718719383.9591203,1.0,2.0,3.0,16:03:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,218,1000000,48
1718719384.4756093,1.0,2.0,3.0,16:03:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,218,1000000,48
1718719384.9795372,1.0,2.0,3.0,16:03:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,218,1000000,48
1718719385.4966052,1.0,2.0,3.0,16:03:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,213,1000000,45
1718719385.9978228,1.0,2.0,3.0,16:03:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,213,1000000,45
1718719386.5116436,1.0,2.0,3.0,16:03:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,213,1000000,45
1718719387.0127919,1.0,2.0,3.0,16:03:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,72,1000000,5
1718719387.5121965,1.0,2.0,3.0,16:03:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,72,1000000,5
1718719388.0286047,1.0,2.0,3.0,16:03:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,72,1000000,5
1718719388.5389535,1.0,2.0,3.0,16:03:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,71,1000000,5
1718719389.0433636,1.0,2.0,3.0,16:03:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,71,1000000,5
1718719389.5605142,1.0,2.0,3.0,16:03:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,71,1000000,5
1718719390.0681996,1.0,2.0,3.0,16:03:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,72,1000000,5
1718719390.5585558,1.0,2.0,3.0,16:03:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,72,1000000,5
1718719391.0730739,1.0,2.0,3.0,16:03:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,72,1000000,5
1718719391.5881786,1.0,2.0,3.0,16:03:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719392.1007695,1.0,2.0,3.0,16:03:11,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719392.6198142,1.0,2.0,3.0,16:03:11,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719393.1192906,1.0,2.0,3.0,16:03:12,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719393.6214142,1.0,2.0,3.0,16:03:12,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719394.1126425,1.0,2.0,3.0,16:03:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,72,1000000,5
1718719394.6343355,1.0,2.0,3.0,16:03:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719395.1376345,1.0,2.0,3.0,16:03:14,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719395.6508133,1.0,2.0,3.0,16:03:14,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,73,1000000,5
1718719396.1617568,1.0,2.0,3.0,16:03:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,3
1718719396.6607625,1.0,2.0,3.0,16:03:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,3
